rho,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.5473145100987306,6.076571226119995,False,,,1,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-35-56,1619285756,6.076571226119995,32499,n-62-20-4,10.66.20.4,6.076571226119995,0,1,30625_00060
0.5612562735925312,0.8039066791534424,False,,,2,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-35-57,1619285757,6.8804779052734375,32499,n-62-20-4,10.66.20.4,6.8804779052734375,0,2,30625_00060
0.5622277401334353,0.803046464920044,False,,,3,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-35-57,1619285757,7.6835243701934814,32499,n-62-20-4,10.66.20.4,7.6835243701934814,0,3,30625_00060
0.561371144634738,0.7878627777099609,False,,,4,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-35-58,1619285758,8.471387147903442,32499,n-62-20-4,10.66.20.4,8.471387147903442,0,4,30625_00060
0.5599041202513895,0.7875070571899414,False,,,5,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-35-59,1619285759,9.258894205093384,32499,n-62-20-4,10.66.20.4,9.258894205093384,0,5,30625_00060
0.5608337794668604,0.8012282848358154,False,,,6,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-00,1619285760,10.0601224899292,32499,n-62-20-4,10.66.20.4,10.0601224899292,0,6,30625_00060
0.5611669847351881,0.7817974090576172,False,,,7,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-00,1619285760,10.841919898986816,32499,n-62-20-4,10.66.20.4,10.841919898986816,0,7,30625_00060
0.5616525275288516,0.7811110019683838,False,,,8,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-01,1619285761,11.6230309009552,32499,n-62-20-4,10.66.20.4,11.6230309009552,0,8,30625_00060
0.5619921309117737,0.8070638179779053,False,,,9,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-02,1619285762,12.430094718933105,32499,n-62-20-4,10.66.20.4,12.430094718933105,0,9,30625_00060
0.5630312143936538,0.7879252433776855,False,,,10,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-03,1619285763,13.218019962310791,32499,n-62-20-4,10.66.20.4,13.218019962310791,0,10,30625_00060
0.5628612731493993,0.7914252281188965,False,,,11,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-04,1619285764,14.009445190429688,32499,n-62-20-4,10.66.20.4,14.009445190429688,0,11,30625_00060
0.5634724921150751,0.7879626750946045,False,,,12,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-04,1619285764,14.797407865524292,32499,n-62-20-4,10.66.20.4,14.797407865524292,0,12,30625_00060
0.5635599612334932,0.7997884750366211,False,,,13,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-05,1619285765,15.597196340560913,32499,n-62-20-4,10.66.20.4,15.597196340560913,0,13,30625_00060
0.5650227351426399,0.7891759872436523,False,,,14,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-06,1619285766,16.386372327804565,32499,n-62-20-4,10.66.20.4,16.386372327804565,0,14,30625_00060
0.5656338705146429,0.8086462020874023,False,,,15,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-07,1619285767,17.195018529891968,32499,n-62-20-4,10.66.20.4,17.195018529891968,0,15,30625_00060
0.5659440531350896,0.8095521926879883,False,,,16,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-08,1619285768,18.004570722579956,32499,n-62-20-4,10.66.20.4,18.004570722579956,0,16,30625_00060
0.5668496401860348,0.7874751091003418,False,,,17,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-08,1619285768,18.792045831680298,32499,n-62-20-4,10.66.20.4,18.792045831680298,0,17,30625_00060
0.5671739492144571,0.786158561706543,False,,,18,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-09,1619285769,19.57820439338684,32499,n-62-20-4,10.66.20.4,19.57820439338684,0,18,30625_00060
0.5672773828222768,0.8056626319885254,False,,,19,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-10,1619285770,20.383867025375366,32499,n-62-20-4,10.66.20.4,20.383867025375366,0,19,30625_00060
0.5678700830111651,0.7870094776153564,False,,,20,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-11,1619285771,21.170876502990723,32499,n-62-20-4,10.66.20.4,21.170876502990723,0,20,30625_00060
0.5686647411134348,0.7878546714782715,False,,,21,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-12,1619285772,21.958731174468994,32499,n-62-20-4,10.66.20.4,21.958731174468994,0,21,30625_00060
0.5693082390558984,0.8050072193145752,False,,,22,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-12,1619285772,22.76373839378357,32499,n-62-20-4,10.66.20.4,22.76373839378357,0,22,30625_00060
0.5702247993061497,0.7921302318572998,False,,,23,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-13,1619285773,23.55586862564087,32499,n-62-20-4,10.66.20.4,23.55586862564087,0,23,30625_00060
0.5705245739560605,0.7913501262664795,False,,,24,ef74c133449945b185d2dd0ab0996bdd,2021-04-24_19-36-14,1619285774,24.34721875190735,32499,n-62-20-4,10.66.20.4,24.34721875190735,0,24,30625_00060
